pre_mirna_fk	tx_id	tx_biotype	in_intron	in_exon	is_outside	exon_id	gene_id
1813	ENST00000276198	protein_coding	4	0	0		ENSG00000147246
1813	ENST00000371950	protein_coding	4	0	0		ENSG00000147246
1813	ENST00000362131	miRNA	0	1	0	ENSE00001436894	ENSG00000199001
1814	ENST00000371822	protein_coding	2	0	0		ENSG00000131725
1814	ENST00000254029	protein_coding	2	0	0		ENSG00000131725
1814	ENST00000371825	protein_coding	2	0	0		ENSG00000131725
1814	ENST00000493448	processed_transcript	1	0	0		ENSG00000131725
1814	ENST00000408536	miRNA	0	1	0	ENSE00001565171	ENSG00000221463
1815	ENST00000360156	protein_coding	5	0	0		ENSG00000125354
1815	ENST00000354228	protein_coding	5	0	0		ENSG00000125354
1815	ENST00000460411	nonsense_mediated_decay	5	0	0		ENSG00000125354
1815	ENST00000489216	protein_coding	5	0	0		ENSG00000125354
1815	ENST00000354416	protein_coding	5	0	0		ENSG00000125354
1815	ENST00000394610	protein_coding	5	0	0		ENSG00000125354
1815	ENST00000343984	protein_coding	5	0	0		ENSG00000125354
1815	ENST00000394616	protein_coding	5	0	0		ENSG00000125354
1815	ENST00000394617	protein_coding	6	0	0		ENSG00000125354
1815	ENST00000390223	miRNA	0	1	0	ENSE00001507650	ENSG00000211578
1816	ENST00000584290	miRNA	0	1	0	ENSE00002728547	ENSG00000265456
1817	ENST00000384840	miRNA	0	1	0	ENSE00001499847	ENSG00000207572
1818	ENST00000385299	miRNA	0	1	0	ENSE00001500305	ENSG00000208034
1819	ENST00000385077	miRNA	0	1	0	ENSE00001500083	ENSG00000207812
1820	ENST00000384977	miRNA	0	1	0	ENSE00001499984	ENSG00000207710
1821	ENST00000454574	miRNA	0	1	0	ENSE00001694104	ENSG00000239594
1822	ENST00000384870	miRNA	0	1	0	ENSE00001499877	ENSG00000207602
1823	ENST00000401182	miRNA	0	1	0	ENSE00001546526	ENSG00000216001
1824	ENST00000362262	miRNA	0	1	0	ENSE00001437025	ENSG00000199132
1825	ENST00000385022	miRNA	0	1	0	ENSE00001500029	ENSG00000207755
1826	ENST00000385050	miRNA	0	1	0	ENSE00001500057	ENSG00000207784
1827	ENST00000440570	lincRNA	1	0	0		ENSG00000223749
1827	ENST00000414769	lincRNA	1	0	0		ENSG00000223749
1827	ENST00000441492	lincRNA	1	0	0		ENSG00000223749
1827	ENST00000385270	miRNA	0	1	0	ENSE00001500276	ENSG00000208005
1828	ENST00000440570	lincRNA	0	1	1	ENSE00001755080	ENSG00000223749
1828	ENST00000414769	lincRNA	0	1	1	ENSE00001789123	ENSG00000223749
1828	ENST00000441492	lincRNA	0	1	1	ENSE00001661835	ENSG00000223749
1828	ENST00000362227	miRNA	0	1	0	ENSE00001436990	ENSG00000223749
1829	ENST00000370634	protein_coding	4	0	0		ENSG00000102243
1829	ENST00000440515	protein_coding	3	0	0		ENSG00000102243
1829	ENST00000456412	protein_coding	2	0	0		ENSG00000102243
1829	ENST00000470358	processed_transcript	1	0	0		ENSG00000102243
1829	ENST00000401241	miRNA	0	1	0	ENSE00001546585	ENSG00000216060
1830	ENST00000315930	protein_coding	3	0	0		ENSG00000129682
1830	ENST00000305414	protein_coding	3	0	0		ENSG00000129682
1830	ENST00000441825	protein_coding	3	0	0		ENSG00000129682
1830	ENST00000370603	protein_coding	4	0	0		ENSG00000129682
1830	ENST00000541469	protein_coding	3	0	0		ENSG00000129682
1830	ENST00000436198	protein_coding	5	0	0		ENSG00000129682
1830	ENST00000455663	protein_coding	5	0	0		ENSG00000129682
1830	ENST00000385065	miRNA	0	1	0	ENSE00001500071	ENSG00000207800
1831	ENST00000370557	protein_coding	1	0	0		ENSG00000101974
1831	ENST00000485626	processed_transcript	1	0	0		ENSG00000101974
1831	ENST00000384901	miRNA	0	1	0	ENSE00001499908	ENSG00000207633
1832	ENST00000408154	miRNA	0	1	0	ENSE00001808871	ENSG00000221081
1833	ENST00000516410	miRNA	0	0	0		ENSG00000252219
1834	ENST00000401256	miRNA	0	1	0	ENSE00001546600	ENSG00000216075
1835	ENST00000401186	miRNA	0	1	0	ENSE00001546530	ENSG00000216005
1836	ENST00000401124	miRNA	0	1	0	ENSE00001546468	ENSG00000215943
1837	ENST00000401279	miRNA	0	1	0	ENSE00001546623	ENSG00000216098
1838	ENST00000401245	miRNA	0	1	0	ENSE00001809152	ENSG00000216064
1839	ENST00000401237	miRNA	0	1	0	ENSE00001808335	ENSG00000216056
1840	ENST00000401352	miRNA	0	1	0	ENSE00001808341	ENSG00000216171
1841	ENST00000385136	miRNA	0	1	0	ENSE00001808257	ENSG00000207871
1842	ENST00000385138	miRNA	0	1	0	ENSE00001500144	ENSG00000207873
1843	ENST00000385249	miRNA	0	1	0	ENSE00001500255	ENSG00000207984
1844	ENST00000384998	miRNA	0	1	0	ENSE00001500005	ENSG00000207731
1845	ENST00000385234	miRNA	0	1	0	ENSE00001500240	ENSG00000207969
1846	ENST00000384857	miRNA	0	1	0	ENSE00001499864	ENSG00000207589
1847	ENST00000516774	miRNA	0	1	0	ENSE00002089051	ENSG00000252583
1848	ENST00000390724	miRNA	0	1	0	ENSE00001508401	ENSG00000212013
1849	ENST00000390725	miRNA	0	1	0	ENSE00001508402	ENSG00000212014
1850	ENST00000385265	miRNA	0	1	0	ENSE00001500271	ENSG00000208000
1851	ENST00000384909	miRNA	0	1	0	ENSE00001499916	ENSG00000207641
1852	ENST00000385133	miRNA	0	1	0	ENSE00001500139	ENSG00000207868
1853	ENST00000385131	miRNA	0	1	0	ENSE00001809116	ENSG00000207866
1854	ENST00000385132	miRNA	0	1	0	ENSE00001808154	ENSG00000207867
1855	ENST00000516645	miRNA	0	1	0	ENSE00002088922	ENSG00000252454
1856	ENST00000579077	miRNA	0	1	0	ENSE00002712018	ENSG00000265789
1857	ENST00000370328	protein_coding	6	0	0		ENSG00000102287
1857	ENST00000486255	retained_intron	0	1	0	ENSE00001819242	ENSG00000102287
1857	ENST00000370325	protein_coding	6	0	0		ENSG00000102287
1857	ENST00000441219	nonsense_mediated_decay	7	0	0		ENSG00000102287
1857	ENST00000393914	protein_coding	7	0	0		ENSG00000102287
1857	ENST00000384889	miRNA	0	1	0	ENSE00001499896	ENSG00000207621
1857	ENST00000476016	retained_intron	0	3	0	ENSE00001865113	ENSG00000102287
1858	ENST00000370328	protein_coding	6	0	0		ENSG00000102287
1858	ENST00000486255	retained_intron	0	1	0	ENSE00001819242	ENSG00000102287
1858	ENST00000370325	protein_coding	6	0	0		ENSG00000102287
1858	ENST00000441219	nonsense_mediated_decay	6	0	0		ENSG00000102287
1858	ENST00000393914	protein_coding	6	0	0		ENSG00000102287
1858	ENST00000476016	retained_intron	2	0	0		ENSG00000102287
1858	ENST00000385020	miRNA	0	1	0	ENSE00001500027	ENSG00000207753
1859	ENST00000370314	protein_coding	1	0	0		ENSG00000011677
1859	ENST00000385222	miRNA	0	1	0	ENSE00001807104	ENSG00000207957
1860	ENST00000370314	protein_coding	1	0	0		ENSG00000011677
1860	ENST00000390228	miRNA	0	1	0	ENSE00001507655	ENSG00000211583
1861	ENST00000370314	protein_coding	1	0	0		ENSG00000011677
1861	ENST00000385083	miRNA	0	1	0	ENSE00001808792	ENSG00000207818
1862	ENST00000369982	protein_coding	1	0	0		ENSG00000177854
1862	ENST00000425274	protein_coding	1	0	0		ENSG00000177854
1862	ENST00000431598	protein_coding	1	0	0		ENSG00000177854
1862	ENST00000580198	miRNA	0	1	0	ENSE00002727544	ENSG00000265176
1864	ENST00000369980	protein_coding	0	1	1	ENSE00001896763	ENSG00000184216
1864	ENST00000390190	miRNA	0	1	0	ENSE00001507617	ENSG00000211524
1865	ENST00000393600	protein_coding	12	0	0		ENSG00000071859
1865	ENST00000464419	retained_intron	11	0	0		ENSG00000071859
1866	ENST00000369550	protein_coding	8	0	0		ENSG00000130826
1866	ENST00000413910	protein_coding	8	0	0		ENSG00000130826
1866	ENST00000452771	nonsense_mediated_decay	6	0	0		ENSG00000130826
1866	ENST00000412124	nonsense_mediated_decay	2	0	0		ENSG00000130826
1866	ENST00000426673	nonsense_mediated_decay	2	0	0		ENSG00000130826
1866	ENST00000484317	retained_intron	1	0	0		ENSG00000130826
1866	ENST00000384221	snoRNA	0	1	0	ENSE00001807652	ENSG00000206948
1866	ENST00000475966	processed_transcript	0	1	0	ENSE00001871697	ENSG00000130826
1867	ENST00000360256	protein_coding	22	0	0		ENSG00000185010
1867	ENST00000408606	miRNA	0	1	0	ENSE00001807744	ENSG00000221533
1868	ENST00000408263	miRNA	0	1	0	ENSE00001806828	ENSG00000221190
1869	ENST00000408676	miRNA	0	1	0	ENSE00001809037	ENSG00000221603
1870	ENST00000381529	protein_coding	7	0	0		ENSG00000198223
1870	ENST00000432318	protein_coding	8	0	0		ENSG00000198223
1870	ENST00000361536	protein_coding	7	0	0		ENSG00000198223
1870	ENST00000501036	protein_coding	5	0	0		ENSG00000198223
1870	ENST00000381524	protein_coding	7	0	0		ENSG00000198223
1870	ENST00000493312	processed_transcript	6	0	0		ENSG00000198223
1870	ENST00000412290	protein_coding	6	0	0		ENSG00000198223
1870	ENST00000381509	protein_coding	7	0	0		ENSG00000198223
1870	ENST00000494969	protein_coding	5	0	0		ENSG00000198223
1870	ENST00000355805	protein_coding	7	0	0		ENSG00000198223
1870	ENST00000486791	nonsense_mediated_decay	7	0	0		ENSG00000198223
1870	ENST00000355432	protein_coding	7	0	0		ENSG00000198223
1870	ENST00000417535	protein_coding	5	0	0		ENSG00000198223
1870	ENST00000381500	protein_coding	5	0	0		ENSG00000198223
1870	ENST00000475259	processed_transcript	1	0	0		ENSG00000198223
1870	ENST00000580266	miRNA	0	1	0	ENSE00002723404	ENSG00000265658
1	NR_024540.1	pseudogene	5	0	0		653635
1	ENSESTT00000034761	protein_coding	1	0	0		ENSESTG00000013896
1	ENSESTT00000034721	protein_coding	5	0	0		ENSESTG00000013896
1	ENSESTT00000034735	protein_coding	5	0	0		ENSESTG00000013896
1	ENSESTT00000034736	protein_coding	3	0	0		ENSESTG00000013896
1	ENSESTT00000034743	protein_coding	3	0	0		ENSESTG00000013896
2	NR_036051.1	misc_RNA	0	1	0	NR_036051.1.1	100302278
3	ENSESTT00000034624	protein_coding	1	0	0		ENSESTG00000013861
3	ENSESTT00000034634	protein_coding	1	0	0		ENSESTG00000013861
4	NR_029639.1	misc_RNA	0	1	0	NR_029639.1.1	406984
5	NR_029834.1	misc_RNA	0	1	0	NR_029834.1.1	406983
6	NR_029957.1	misc_RNA	0	1	0	NR_029957.1.1	554210
7	XM_005244716.1	protein_coding	16	0	0		116983
7	XM_005244717.1	protein_coding	4	0	0		116983
7	NM_030649.2	protein_coding	16	0	0		116983
7	XM_005244715.1	protein_coding	16	0	0		116983
7	XM_005244714.1	protein_coding	15	0	0		116983
7	ENSESTT00000084110	protein_coding	1	0	0		ENSESTG00000033303
7	CCDS19.2	protein_coding	16	0	0		CCDS19.2
8	NM_001256463.1	protein_coding	11	0	0		54973
8	NM_001256460.1	protein_coding	14	0	0		54973
8	NM_017871.5	protein_coding	13	0	0		54973
8	NM_001256456.1	protein_coding	15	0	0		54973
8	NM_001256462.1	protein_coding	11	0	0		54973
8	XM_005244761.1	protein_coding	15	0	0		54973
8	XM_005244763.1	protein_coding	11	0	0		54973
8	XM_005244762.1	protein_coding	13	0	0		54973
8	CCDS57961.1	protein_coding	11	0	0		CCDS57961.1
8	CCDS21.1	protein_coding	13	0	0		CCDS21.1
8	CCDS57959.1	protein_coding	12	0	0		CCDS57959.1
8	CCDS57960.1	protein_coding	13	0	0		CCDS57960.1
9	XM_005244731.1	protein_coding	9	0	0		1855
9	XM_005244734.1	protein_coding	6	0	0		1855
9	NM_004421.2	protein_coding	9	0	0		1855
9	CCDS22.1	protein_coding	9	0	0		CCDS22.1
9	XM_005244732.1	protein_coding	9	0	0		1855
9	XM_005244733.1	protein_coding	9	0	0		1855
9	ENSESTT00000083868	protein_coding	6	0	0		ENSESTG00000033174
9	ENSESTT00000083829	protein_coding	0	3	0	ENSESTE00000283114	ENSESTG00000033174
10	XM_005244774.1	protein_coding	1	0	0		63976
10	XM_005244773.1	protein_coding	1	0	0		63976
10	XM_005244772.1	protein_coding	1	0	0		63976
10	ENSESTT00000080257	protein_coding	1	0	0		ENSESTG00000031798
10	ENSESTT00000080277	protein_coding	1	0	0		ENSESTG00000031798
10	NM_022114.3	protein_coding	1	0	0		63976
10	NM_199454.2	protein_coding	1	0	0		63976
10	CCDS41236.2	protein_coding	1	0	0		CCDS41236.2
10	CCDS44048.2	protein_coding	1	0	0		CCDS44048.2
10	NR_036215.1	misc_RNA	0	1	0	NR_036215.1.1	100422968
11	NM_001409.3	protein_coding	4	0	0		1953
11	CCDS41237.1	protein_coding	4	0	0		CCDS41237.1
11	NR_030277.1	misc_RNA	0	1	0	NR_030277.1.1	693135
12	NR_039612.1	misc_RNA	0	1	0	NR_039612.1.1	100616489
13	NR_039838.1	misc_RNA	0	1	0	NR_039838.1.1	100616421
14	NR_036218.1	misc_RNA	0	1	0	NR_036218.1.1	100422975
15	NM_001201483.1	protein_coding	3	0	0		2023
15	NM_001428.3	protein_coding	6	0	0		2023
15	XM_005263431.1	protein_coding	6	0	0		2023
15	ENSESTT00000030838	protein_coding	6	0	0		ENSESTG00000012262
15	CCDS97.1	protein_coding	5	0	0		CCDS97.1
15	ENSESTT00000030851	protein_coding	6	0	0		ENSESTG00000012262
15	ENSESTT00000030827	protein_coding	6	0	0		ENSESTG00000012262
15	ENSESTT00000030775	protein_coding	6	7	0	ENSESTE00000102798	ENSESTG00000012262
16	ENSESTT00000025676	protein_coding	0	2	0	ENSESTE00000085588	ENSESTG00000010266
16	NR_029610.1	misc_RNA	0	1	0	NR_029610.1.1	407040
17	NM_022787.3	protein_coding	1	0	0		64802
17	ENSESTT00000031371	protein_coding	1	0	0		ENSESTG00000012502
17	XM_005263489.1	protein_coding	1	0	0		64802
17	ENSESTT00000031375	protein_coding	1	0	0		ENSESTG00000012502
17	NR_049882.1	misc_RNA	0	1	0	NR_049882.1.1	100847055
18	XM_005263433.1	protein_coding	1	0	0		23095
18	XM_005263434.1	protein_coding	1	0	0		23095
18	NM_183416.3	protein_coding	1	0	0		23095
18	NM_015074.3	protein_coding	1	0	0		23095
18	ENSESTT00000031639	protein_coding	1	0	0		ENSESTG00000012603
18	ENSESTT00000031645	protein_coding	1	0	0		ENSESTG00000012603
18	NR_036176.1	misc_RNA	0	1	0	NR_036176.1.1	100422970
19	NM_021933.3	protein_coding	5	0	0		60672
19	XM_005263487.1	protein_coding	5	0	0		60672
19	ENSESTT00000011805	protein_coding	3	0	0		ENSESTG00000004673
19	CCDS143.1	protein_coding	4	0	0		CCDS143.1
19	ENSESTT00000011835	protein_coding	2	0	0		ENSESTG00000004673
19	ENSESTT00000011841	protein_coding	2	0	0		ENSESTG00000004673
19	ENSESTT00000011847	protein_coding	0	1	1	ENSESTE00000039145	ENSESTG00000004673
20	ENSESTT00000011892	protein_coding	0	1	1	ENSESTE00000039224	ENSESTG00000004708
20	NM_001066.2	protein_coding	0	1	1	NM_001066.2.1	7133
20	ENSESTT00000011899	protein_coding	0	1	1	ENSESTE00000039287	ENSESTG00000004708
21	ENSESTT00000011892	protein_coding	3	0	0		ENSESTG00000004708
21	NM_001066.2	protein_coding	3	0	0		7133
21	ENSESTT00000011899	protein_coding	2	0	0		ENSESTG00000004708
21	CCDS145.1	protein_coding	3	0	0		CCDS145.1
21	NR_039775.1	misc_RNA	0	1	0	NR_039775.1.1	100616438
22	XM_005263533.1	protein_coding	3	0	0		9249
22	XM_005263534.1	protein_coding	3	0	0		9249
22	NM_004753.4	protein_coding	3	0	0		9249
22	ENSESTT00000012242	protein_coding	4	0	0		ENSESTG00000004816
22	ENSESTT00000012254	protein_coding	3	0	0		ENSESTG00000004816
22	CCDS146.1	protein_coding	3	0	0		CCDS146.1
23	NR_037446.1	misc_RNA	0	1	0	NR_037446.1.1	100500876
24	ENSESTT00000061029	protein_coding	13	0	0		ENSESTG00000024078
24	NM_016233.2	protein_coding	13	0	0		51702
24	CCDS179.1	protein_coding	13	0	0		CCDS179.1
24	NR_039768.1	misc_RNA	0	1	0	NR_039768.1.1	100616188
25	NM_001161504.1	protein_coding	6	0	0		8659
25	NM_003748.3	protein_coding	6	0	0		8659
25	XM_005246025.1	protein_coding	6	0	0		8659
25	XM_005246026.1	protein_coding	6	0	0		8659
25	NM_170726.2	protein_coding	6	0	0		8659
25	CCDS53272.1	protein_coding	4	0	0		CCDS53272.1
25	CCDS188.1	protein_coding	6	0	0		CCDS188.1
25	NR_039844.2	misc_RNA	0	1	0	NR_039844.2.1	100616120
26	NM_003748.3	protein_coding	1	0	0		8659
26	XM_005246025.1	protein_coding	1	0	0		8659
26	XM_005246026.1	protein_coding	1	0	0		8659
26	NM_170726.2	protein_coding	1	0	0		8659
26	CCDS188.1	protein_coding	1	0	0		CCDS188.1
26	ENSESTT00000025152	protein_coding	1	0	0		ENSESTG00000010037
26	NR_031622.1	misc_RNA	0	1	0	NR_031622.1.1	100302276
27	NM_032409.2	protein_coding	0	1	0	NM_032409.2.1	65018
27	CCDS211.1	protein_coding	0	1	0	CCDS211.11	CCDS211.1
28	NM_001198801.1	protein_coding	5	0	0		8672
28	NM_003760.4	protein_coding	2	0	0		8672
28	NM_001198802.1	protein_coding	5	0	0		8672
28	CCDS214.1	protein_coding	1	0	0		CCDS214.1
28	CCDS55580.1	protein_coding	1	0	0		CCDS55580.1
28	ENSESTT00000054096	protein_coding	5	0	0		ENSESTG00000021490
28	ENSESTT00000054148	protein_coding	7	0	0		ENSESTG00000021490
28	ENSESTT00000054159	protein_coding	5	0	0		ENSESTG00000021490
28	ENSESTT00000054253	protein_coding	4	0	0		ENSESTG00000021490
28	ENSESTT00000054281	protein_coding	6	0	0		ENSESTG00000021490
28	ENSESTT00000054108	protein_coding	5	0	0		ENSESTG00000021490
28	ENSESTT00000054165	protein_coding	7	0	0		ENSESTG00000021490
28	ENSESTT00000054176	protein_coding	5	0	0		ENSESTG00000021490
28	ENSESTT00000054269	protein_coding	4	0	0		ENSESTG00000021490
28	ENSESTT00000054294	protein_coding	6	0	0		ENSESTG00000021490
28	NM_001198803.1	protein_coding	8	0	0		8672
28	CCDS59192.1	protein_coding	2	0	0		CCDS59192.1
28	NR_031657.1	misc_RNA	0	1	0	NR_031657.1.1	100302155
29	NR_039613.1	misc_RNA	0	1	0	NR_039613.1.1	100616433
31	ENSESTT00000088241	protein_coding	1	0	0		ENSESTG00000034903
31	ENSESTT00000088253	protein_coding	1	0	0		ENSESTG00000034903
31	XM_005245775.1	protein_coding	1	0	0		2048
31	XM_005245777.1	protein_coding	1	0	0		2048
31	ENSESTT00000088256	protein_coding	2	0	0		ENSESTG00000034903
31	NM_017449.3	protein_coding	1	0	0		2048
31	NM_004442.6	protein_coding	1	0	0		2048
31	CCDS230.1	protein_coding	1	0	0		CCDS230.1
31	CCDS229.2	protein_coding	1	0	0		CCDS229.2
31	NR_039832.1	misc_RNA	0	1	0	NR_039832.1.1	100616391
32	NR_036214.1	misc_RNA	0	1	0	NR_036214.1.1	100422914
33	XM_005245786.1	protein_coding	2	0	0		23028
33	NM_015013.3	protein_coding	2	0	0		23028
33	NM_001009999.2	protein_coding	2	0	0		23028
33	ENSESTT00000088305	protein_coding	2	0	0		ENSESTG00000034927
33	ENSESTT00000088310	protein_coding	2	0	0		ENSESTG00000034927
33	CCDS53278.1	protein_coding	2	0	0		CCDS53278.1
33	CCDS30627.1	protein_coding	2	0	0		CCDS30627.1
33	NR_036057.1	misc_RNA	0	1	0	NR_036057.1.1	100422866
34	ENSESTT00000088541	protein_coding	1	0	0		ENSESTG00000035032
34	NR_039614.1	misc_RNA	0	1	0	NR_039614.1.1	100616177
35	NR_039615.1	misc_RNA	0	1	0	NR_039615.1.1	100616492
36	NM_004350.2	protein_coding	2	0	0		864
36	NM_001031680.2	protein_coding	3	0	0		864
36	XM_005246024.1	protein_coding	4	0	0		864
36	CCDS257.1	protein_coding	2	0	0		CCDS257.1
36	CCDS30633.1	protein_coding	3	0	0		CCDS30633.1
36	ENSESTT00000041722	protein_coding	3	0	0		ENSESTG00000016623
36	ENSESTT00000041727	protein_coding	3	0	0		ENSESTG00000016623
36	ENSESTT00000041738	protein_coding	3	0	0		ENSESTG00000016623
36	ENSESTT00000041742	protein_coding	2	0	0		ENSESTG00000016623
36	ENSESTT00000041745	protein_coding	2	0	0		ENSESTG00000016623
37	NR_039623.1	misc_RNA	0	1	0	NR_039623.1.1	100616365
38	NM_001145454.1	protein_coding	1	1	0	NM_005563.3.1	3925
38	ENSESTT00000065701	protein_coding	0	0	0		ENSESTG00000026049
38	ENSESTT00000065702	protein_coding	0	0	0		ENSESTG00000026049
38	NM_005563.3	protein_coding	1	1	0	NM_005563.3.1	3925
38	NM_203399.1	protein_coding	1	0	0		3925
38	ENSESTT00000065724	protein_coding	0	0	0		ENSESTG00000026049
38	ENSESTT00000065729	protein_coding	0	0	0		ENSESTG00000026049
38	ENSESTT00000065750	protein_coding	0	0	0		ENSESTG00000026049
38	NR_037481.1	misc_RNA	0	1	0	NR_037481.1.1	100500808
39	NM_002953.3	protein_coding	8	0	0		6195
39	CCDS284.1	protein_coding	8	0	0		CCDS284.1
39	XM_005245967.1	protein_coding	8	0	0		6195
39	XM_005245966.1	protein_coding	7	0	0		6195
39	NM_001006665.1	protein_coding	7	0	0		6195
39	CCDS30649.1	protein_coding	7	0	0		CCDS30649.1
39	ENSESTT00000064547	protein_coding	2	0	0		ENSESTG00000025490
39	ENSESTT00000064560	protein_coding	2	0	0		ENSESTG00000025490
39	ENSESTT00000064573	protein_coding	2	0	0		ENSESTG00000025490
39	ENSESTT00000064584	protein_coding	1	0	0		ENSESTG00000025490
39	ENSESTT00000064594	protein_coding	1	0	0		ENSESTG00000025490
39	ENSESTT00000064598	protein_coding	1	0	0		ENSESTG00000025490
39	NR_031740.1	misc_RNA	0	1	0	NR_031740.1.1	100302190
40	NM_006762.2	protein_coding	4	0	0		7805
40	XM_005271177.1	protein_coding	4	0	0		7805
40	ENSESTT00000014921	protein_coding	4	0	0		ENSESTG00000005866
40	ENSESTT00000014883	protein_coding	3	0	0		ENSESTG00000005866
40	ENSESTT00000014902	protein_coding	4	0	0		ENSESTG00000005866
40	CCDS337.1	protein_coding	4	0	0		CCDS337.1
40	ENSESTT00000014909	protein_coding	4	0	0		ENSESTG00000005866
40	ENSESTT00000014926	protein_coding	3	0	0		ENSESTG00000005866
40	NR_039616.1	misc_RNA	0	1	0	NR_039616.1.1	100616164
41	XM_005271065.1	protein_coding	1	0	0		576
41	XM_005271068.1	protein_coding	1	0	0		576
41	XM_005271071.1	protein_coding	1	0	0		576
41	XM_005271061.1	protein_coding	1	0	0		576
41	XM_005271066.1	protein_coding	1	0	0		576
41	XM_005271069.1	protein_coding	1	0	0		576
41	XM_005271063.1	protein_coding	1	0	0		576
41	XM_005271070.1	protein_coding	1	0	0		576
41	XM_005271064.1	protein_coding	1	0	0		576
41	NM_001703.2	protein_coding	1	0	0		576
41	XM_005271062.1	protein_coding	1	0	0		576
41	ENSESTT00000019687	protein_coding	1	0	0		ENSESTG00000007789
41	NR_036216.1	misc_RNA	0	1	0	NR_036216.1.1	100423028
42	ENSESTT00000018440	protein_coding	3	0	0		ENSESTG00000007295
42	ENSESTT00000018458	protein_coding	3	0	0		ENSESTG00000007295
42	NM_018056.2	protein_coding	5	0	0		55116
42	XM_005270990.1	protein_coding	3	0	0		55116
42	XM_005270989.1	protein_coding	3	0	0		55116
42	CCDS351.2	protein_coding	5	0	0		CCDS351.2
42	XM_005270988.1	protein_coding	5	0	0		55116
42	NR_049850.1	misc_RNA	0	1	0	NR_049850.1.1	100847018
